,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,,44,45,46,47,48,49,50,51,52,53,54,55,56,57,,,,,,,,,,,,
No.,TYPE,AISC_MANUAL_LABEL,EDI_STD_NOMENCLATURE,Perfil Base-1,Perfil Base-2,IMCA-01,IMCA-02,AHMSA,Disp.,No.,T_F,BF_2TF,B_T,H_TW,H_T,D_T,H,TAN_ALPHA,QS,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,K1,X,Y,E0,XP,YP,RX,RY,RZ,RO,A,Aw,WNO,ZX,SX,ZY,SY,C,QF,QW,IX,IY,J,SW,CW,W,Disp. 01,Disp. 02,Disp. 03,Disp. 04,Disp. 05,Disp. 06,Cntc 01,Cntc 02,Cntc 03,Cntc 04,Cntc 05,Cntc 06
1403,2L-SLBB,2L3X2-1/2X1/2X3/8SLBB,2L3X2-1/2X1/2X3/8SLBB,L3X2-1/2X1/2X3/8,L3X2-1/2X1/2,,,,"(,Grdu,,,,)",1403,F,0.00,0.00,0.00,0.00,0.00,0.918,0.00,1.00,2.50,0,0,3.00,3,0,0.50,0.50,0.5,0,0.00,0.00,0,0,0.00,0.746,0.00,0.00,0.420,0.718,1.49,0.00,1.73,5.01,,0.00,2.68,1.47,0.00,0.00,0.00,0.00,0.00,2.58,11.13,0.43,0.00,0.00,17.1,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1404,2L-SLBB,2L3X2-1/21/2X3/4SLBB,2L3X2-1/21/2X3/4SLBB,L3X2-1/21/2X3/4,L3X2-1/2X1/2,,,,"(,Grdu,,,,)",1404,F,0.00,0.00,0.00,0.00,0.00,0.929,0.00,1.00,2.50,0,0,3.00,3,0,0.50,0.50,0.5,0,0.00,0.00,0,0,0.00,0.746,0.00,0.00,0.420,0.718,1.64,0.00,1.86,5.01,,0.00,2.68,1.47,0.00,0.00,0.00,0.00,0.00,2.58,13.52,0.43,0.00,0.00,17.1,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1405,2L-SLBB,2L3X2-1/2X7/16SLBB,2L3X2-1/2X7/16SLBB,L3X2-1/2X7/16,L3X2-1/2X7/16,,,,"(,,,,,)",1405,F,0.00,0.00,0.00,0.00,0.00,0.901,0.00,1.00,2.50,0,0,3.00,3,0,0.44,0.44,0.4375,0,0.00,0.00,0,0,0.00,0.724,0.00,0.00,0.370,0.724,1.34,0.00,1.60,4.44,,0.00,2.38,1.31,0.00,0.00,0.00,0.00,0.00,2.33,7.92,0.29,0.00,0.00,15.1,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1406,2L-SLBB,2L3X2-1/2X7/16X3/8SLBB,2L3X2-1/2X7/16X3/8SLBB,L3X2-1/2X7/16X3/8,L3X2-1/2X7/16,,,,"(,,,,,)",1406,F,0.00,0.00,0.00,0.00,0.00,0.914,0.00,1.00,2.50,0,0,3.00,3,0,0.44,0.44,0.4375,0,0.00,0.00,0,0,0.00,0.724,0.00,0.00,0.370,0.724,1.48,0.00,1.72,4.44,,0.00,2.38,1.31,0.00,0.00,0.00,0.00,0.00,2.33,9.68,0.29,0.00,0.00,15.1,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1407,2L-SLBB,2L3X2-1/2X7/16X3/4SLBB,2L3X2-1/2X7/16X3/4SLBB,L3X2-1/2X7/16X3/4,L3X2-1/2X7/16,,,,"(,,,,,)",1407,F,0.00,0.00,0.00,0.00,0.00,0.926,0.00,1.00,2.50,0,0,3.00,3,0,0.44,0.44,0.4375,0,0.00,0.00,0,0,0.00,0.724,0.00,0.00,0.370,0.724,1.63,0.00,1.85,4.44,,0.00,2.38,1.31,0.00,0.00,0.00,0.00,0.00,2.33,11.76,0.29,0.00,0.00,15.1,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1408,2L-SLBB,2L3X2-1/2X3/8SLBB,2L3X2-1/2X3/8SLBB,L3X2-1/2X3/8,L3X2-1/2X3/8,,,,"(,Grdu,,,,)",1408,F,0.00,0.00,0.00,0.00,0.00,0.897,0.00,1.00,2.50,0,0,3.00,3,0,0.38,0.38,0.375,0,0.00,0.00,0,0,0.00,0.701,0.00,0.00,0.320,0.731,1.32,0.00,1.60,3.86,,0.00,2.07,1.15,0.00,0.00,0.00,0.00,0.00,2.06,6.76,0.19,0.00,0.00,13.1,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1409,2L-SLBB,2L3X2-1/2X3/8X3/8SLBB,2L3X2-1/2X3/8X3/8SLBB,L3X2-1/2X3/8X3/8,L3X2-1/2X3/8,,,,"(,Grdu,,,,)",1409,F,0.00,0.00,0.00,0.00,0.00,0.911,0.00,1.00,2.50,0,0,3.00,3,0,0.38,0.38,0.375,0,0.00,0.00,0,0,0.00,0.701,0.00,0.00,0.320,0.731,1.46,0.00,1.72,3.86,,0.00,2.07,1.15,0.00,0.00,0.00,0.00,0.00,2.06,8.26,0.19,0.00,0.00,13.1,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1410,2L-SLBB,2L3X2-1/2X3/8X3/4SLBB,2L3X2-1/2X3/8X3/4SLBB,L3X2-1/2X3/8X3/4,L3X2-1/2X3/8,,,,"(,Grdu,,,,)",1410,F,0.00,0.00,0.00,0.00,0.00,0.923,0.00,1.00,2.50,0,0,3.00,3,0,0.38,0.38,0.375,0,0.00,0.00,0,0,0.00,0.701,0.00,0.00,0.320,0.731,1.61,0.00,1.85,3.86,,0.00,2.07,1.15,0.00,0.00,0.00,0.00,0.00,2.06,10.03,0.19,0.00,0.00,13.1,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1411,2L-SLBB,2L3X2-1/2X5/16SLBB,2L3X2-1/2X5/16SLBB,L3X2-1/2X5/16,L3X2-1/2X5/16,,,,"(,Grdu,,,,)",1411,F,0.00,0.00,0.00,0.00,0.00,0.893,0.00,1.00,2.50,0,0,3.00,3,0,0.31,0.31,0.3125,0,0.00,0.00,0,0,0.00,0.677,0.00,0.00,0.270,0.739,1.31,0.00,1.59,3.25,,0.00,1.75,0.974,0.00,0.00,0.00,0.00,0.00,1.78,5.68,0.11,0.00,0.00,11.1,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1412,2L-SLBB,2L3X2-1/2X5/16X3/8SLBB,2L3X2-1/2X5/16X3/8SLBB,L3X2-1/2X5/16X3/8,L3X2-1/2X5/16,,,,"(,Grdu,,,,)",1412,F,0.00,0.00,0.00,0.00,0.00,0.907,0.00,1.00,2.50,0,0,3.00,3,0,0.31,0.31,0.3125,0,0.00,0.00,0,0,0.00,0.677,0.00,0.00,0.270,0.739,1.45,0.00,1.71,3.25,,0.00,1.75,0.974,0.00,0.00,0.00,0.00,0.00,1.78,6.95,0.11,0.00,0.00,11.1,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1413,2L-SLBB,2L3X2-1/2X5/16X3/4SLBB,2L3X2-1/2X5/16X3/4SLBB,L3X2-1/2X5/16X3/4,L3X2-1/2X5/16,,,,"(,Grdu,,,,)",1413,F,0.00,0.00,0.00,0.00,0.00,0.920,0.00,1.00,2.50,0,0,3.00,3,0,0.31,0.31,0.3125,0,0.00,0.00,0,0,0.00,0.677,0.00,0.00,0.270,0.739,1.60,0.00,1.84,3.25,,0.00,1.75,0.974,0.00,0.00,0.00,0.00,0.00,1.78,8.46,0.11,0.00,0.00,11.1,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1414,2L-SLBB,2L3X2-1/2X1/4SLBB,2L3X2-1/2X1/4SLBB,L3X2-1/2X1/4,L3X2-1/2X1/4,,,,"(,Grdu,,,,)",1414,F,0.00,0.00,0.00,0.00,0.00,0.890,0.00,1.00,2.50,0,0,3.00,3,0,0.25,0.25,0.25,0,0.00,0.00,0,0,0.00,0.653,0.00,0.00,0.220,0.746,1.30,0.00,1.59,2.64,,0.00,1.41,0.794,0.00,0.00,0.00,0.00,0.00,1.47,4.44,0.06,0.00,0.00,8.97,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1415,2L-SLBB,2L3X2-1/2X1/4X3/8SLBB,2L3X2-1/2X1/4X3/8SLBB,L3X2-1/2X1/4X3/8,L3X2-1/2X1/4,,,,"(,Grdu,,,,)",1415,F,0.00,0.00,0.00,0.00,0.00,0.904,0.00,1.00,2.50,0,0,3.00,3,0,0.25,0.25,0.25,0,0.00,0.00,0,0,0.00,0.653,0.00,0.00,0.220,0.746,1.44,0.00,1.70,2.64,,0.00,1.41,0.794,0.00,0.00,0.00,0.00,0.00,1.47,5.42,0.06,0.00,0.00,8.97,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1416,2L-SLBB,2L3X2-1/2X1/4X3/4SLBB,2L3X2-1/2X1/4X3/4SLBB,L3X2-1/2X1/4X3/4,L3X2-1/2X1/4,,,,"(,Grdu,,,,)",1416,F,0.00,0.00,0.00,0.00,0.00,0.917,0.00,1.00,2.50,0,0,3.00,3,0,0.25,0.25,0.25,0,0.00,0.00,0,0,0.00,0.653,0.00,0.00,0.220,0.746,1.58,0.00,1.83,2.64,,0.00,1.41,0.794,0.00,0.00,0.00,0.00,0.00,1.47,6.58,0.06,0.00,0.00,8.97,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1417,2L-SLBB,2L3X2-1/2X3/16SLBB,2L3X2-1/2X3/16SLBB,L3X2-1/2X3/16,L3X2-1/2X3/16,,,,"(,,,,,)",1417,F,0.00,0.00,0.00,0.00,0.00,0.887,0.00,0.998,2.50,0,0,3.00,3,0,0.19,0.19,0.1875,0,0.00,0.00,0,0,0.00,0.627,0.00,0.00,0.170,0.753,1.29,0.00,1.58,2.00,,0.00,1.07,0.606,0.00,0.00,0.00,0.00,0.00,1.14,3.32,0.03,0.00,0.00,6.82,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1418,2L-SLBB,2L3X2-1/2X3/16X3/8SLBB,2L3X2-1/2X3/16X3/8SLBB,L3X2-1/2X3/16X3/8,L3X2-1/2X3/16,,,,"(,,,,,)",1418,F,0.00,0.00,0.00,0.00,0.00,0.901,0.00,0.912,2.50,0,0,3.00,3,0,0.19,0.19,0.1875,0,0.00,0.00,0,0,0.00,0.627,0.00,0.00,0.170,0.753,1.42,0.00,1.70,2.00,,0.00,1.07,0.606,0.00,0.00,0.00,0.00,0.00,1.14,4.04,0.03,0.00,0.00,6.82,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1419,2L-SLBB,2L3X2-1/2X3/16X3/4SLBB,2L3X2-1/2X3/16X3/4SLBB,L3X2-1/2X3/16X3/4,L3X2-1/2X3/16,,,,"(,,,,,)",1419,F,0.00,0.00,0.00,0.00,0.00,0.914,0.00,0.912,2.50,0,0,3.00,3,0,0.19,0.19,0.1875,0,0.00,0.00,0,0,0.00,0.627,0.00,0.00,0.170,0.753,1.57,0.00,1.82,2.00,,0.00,1.07,0.606,0.00,0.00,0.00,0.00,0.00,1.14,4.91,0.03,0.00,0.00,6.82,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1420,2L-SLBB,2L3X2X1/2SLBB,2L3X2X1/2SLBB,L3X2X1/2,L3X2X1/2,,,,"(,,,,,)",1420,F,0.00,0.00,0.00,0.00,0.00,0.955,0.00,1.00,2.00,0,0,3.00,3,0,0.50,0.50,0.5,0,0.00,0.00,0,0,0.00,0.580,0.00,0.00,0.380,0.543,1.42,0.00,1.55,4.53,,0.00,1.77,0.940,0.00,0.00,0.00,0.00,0.00,1.33,9.09,0.38,0.00,0.00,15.4,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1421,2L-SLBB,2L3X2X1/2X3/8SLBB,2L3X2X1/2X3/8SLBB,L3X2X1/2X3/8,L3X2X1/2,,,,"(,,,,,)",1421,F,0.00,0.00,0.00,0.00,0.00,0.962,0.00,1.00,2.00,0,0,3.00,3,0,0.50,0.50,0.5,0,0.00,0.00,0,0,0.00,0.580,0.00,0.00,0.380,0.543,1.56,0.00,1.69,4.53,,0.00,1.77,0.940,0.00,0.00,0.00,0.00,0.00,1.33,11.07,0.38,0.00,0.00,15.4,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1422,2L-SLBB,2L3X2X1/2X3/4SLBB,2L3X2X1/2X3/4SLBB,L3X2X1/2X3/4,L3X2X1/2,,,,"(,,,,,)",1422,F,0.00,0.00,0.00,0.00,0.00,0.968,0.00,1.00,2.00,0,0,3.00,3,0,0.50,0.50,0.5,0,0.00,0.00,0,0,0.00,0.580,0.00,0.00,0.380,0.543,1.72,0.00,1.83,4.53,,0.00,1.77,0.940,0.00,0.00,0.00,0.00,0.00,1.33,13.37,0.38,0.00,0.00,15.4,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1423,2L-SLBB,2L3X2X3/8SLBB,2L3X2X3/8SLBB,L3X2X3/8,L3X2X3/8,,,,"(,Grdu,,,,)",1423,F,0.00,0.00,0.00,0.00,0.00,0.949,0.00,1.00,2.00,0,0,3.00,3,0,0.38,0.38,0.375,0,0.00,0.00,0,0,0.00,0.535,0.00,0.00,0.290,0.555,1.39,0.00,1.54,3.50,,0.00,1.36,0.736,0.00,0.00,0.00,0.00,0.00,1.08,6.75,0.17,0.00,0.00,11.9,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1424,2L-SLBB,2L3X2X3/8X3/8SLBB,2L3X2X3/8X3/8SLBB,L3X2X3/8X3/8,L3X2X3/8,,,,"(,Grdu,,,,)",1424,F,0.00,0.00,0.00,0.00,0.00,0.957,0.00,1.00,2.00,0,0,3.00,3,0,0.38,0.38,0.375,0,0.00,0.00,0,0,0.00,0.535,0.00,0.00,0.290,0.555,1.54,0.00,1.67,3.50,,0.00,1.36,0.736,0.00,0.00,0.00,0.00,0.00,1.08,8.21,0.17,0.00,0.00,11.9,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1425,2L-SLBB,2L3X2X3/8X3/4SLBB,2L3X2X3/8X3/4SLBB,L3X2X3/8X3/4,L3X2X3/8,,,,"(,Grdu,,,,)",1425,F,0.00,0.00,0.00,0.00,0.00,0.963,0.00,1.00,2.00,0,0,3.00,3,0,0.38,0.38,0.375,0,0.00,0.00,0,0,0.00,0.535,0.00,0.00,0.290,0.555,1.69,0.00,1.81,3.50,,0.00,1.36,0.736,0.00,0.00,0.00,0.00,0.00,1.08,9.91,0.17,0.00,0.00,11.9,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1426,2L-SLBB,2L3X2X5/16SLBB,2L3X2X5/16SLBB,L3X2X5/16,L3X2X5/16,,,,"(,Grdu,,,,)",1426,F,0.00,0.00,0.00,0.00,0.00,0.946,0.00,1.00,2.00,0,0,3.00,3,0,0.31,0.31,0.3125,0,0.00,0.00,0,0,0.00,0.511,0.00,0.00,0.250,0.562,1.38,0.00,1.53,2.96,,0.00,1.14,0.628,0.00,0.00,0.00,0.00,0.00,0.935,5.62,0.10,0.00,0.00,10.1,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1427,2L-SLBB,2L3X2X5/16X3/8SLBB,2L3X2X5/16X3/8SLBB,L3X2X5/16X3/8,L3X2X5/16,,,,"(,Grdu,,,,)",1427,F,0.00,0.00,0.00,0.00,0.00,0.954,0.00,1.00,2.00,0,0,3.00,3,0,0.31,0.31,0.3125,0,0.00,0.00,0,0,0.00,0.511,0.00,0.00,0.250,0.562,1.52,0.00,1.66,2.96,,0.00,1.14,0.628,0.00,0.00,0.00,0.00,0.00,0.935,6.83,0.10,0.00,0.00,10.1,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1428,2L-SLBB,2L3X2X5/16X3/4SLBB,2L3X2X5/16X3/4SLBB,L3X2X5/16X3/4,L3X2X5/16,,,,"(,Grdu,,,,)",1428,F,0.00,0.00,0.00,0.00,0.00,0.961,0.00,1.00,2.00,0,0,3.00,3,0,0.31,0.31,0.3125,0,0.00,0.00,0,0,0.00,0.511,0.00,0.00,0.250,0.562,1.67,0.00,1.80,2.96,,0.00,1.14,0.628,0.00,0.00,0.00,0.00,0.00,0.935,8.24,0.10,0.00,0.00,10.1,,Grdu,,,,,"(,","(,Grdu,","(,Grdu,,","(,Grdu,,,","(,Grdu,,,,","(,Grdu,,,,)"
1429,2L-SLBB,2L3X2X1/4SLBB,2L3X2X1/4SLBB,L3X2X1/4,L3X2X1/4,,,,"(,Grdu*,,,,)",1429,F,0.00,0.00,0.00,0.00,0.00,0.944,0.00,1.00,2.00,0,0,3.00,3,0,0.25,0.25,0.25,0,0.00,0.00,0,0,0.00,0.487,0.00,0.00,0.200,0.569,1.37,0.00,1.52,2.40,,0.00,0.926,0.515,0.00,0.00,0.00,0.00,0.00,0.779,4.47,0.05,0.00,0.00,8.18,,Grdu*,,,,,"(,","(,Grdu*,","(,Grdu*,,","(,Grdu*,,,","(,Grdu*,,,,","(,Grdu*,,,,)"
1430,2L-SLBB,2L3X2X1/4X3/8SLBB,2L3X2X1/4X3/8SLBB,L3X2X1/4X3/8,L3X2X1/4,,,,"(,Grdu*,,,,)",1430,F,0.00,0.00,0.00,0.00,0.00,0.952,0.00,1.00,2.00,0,0,3.00,3,0,0.25,0.25,0.25,0,0.00,0.00,0,0,0.00,0.487,0.00,0.00,0.200,0.569,1.51,0.00,1.65,2.40,,0.00,0.926,0.515,0.00,0.00,0.00,0.00,0.00,0.779,5.42,0.05,0.00,0.00,8.18,,Grdu*,,,,,"(,","(,Grdu*,","(,Grdu*,,","(,Grdu*,,,","(,Grdu*,,,,","(,Grdu*,,,,)"
1431,2L-SLBB,2L3X2X1/4X3/4SLBB,2L3X2X1/4X3/4SLBB,L3X2X1/4X3/4,L3X2X1/4,,,,"(,Grdu*,,,,)",1431,F,0.00,0.00,0.00,0.00,0.00,0.959,0.00,1.00,2.00,0,0,3.00,3,0,0.25,0.25,0.25,0,0.00,0.00,0,0,0.00,0.487,0.00,0.00,0.200,0.569,1.66,0.00,1.79,2.40,,0.00,0.926,0.515,0.00,0.00,0.00,0.00,0.00,0.779,6.55,0.05,0.00,0.00,8.18,,Grdu*,,,,,"(,","(,Grdu*,","(,Grdu*,,","(,Grdu*,,,","(,Grdu*,,,,","(,Grdu*,,,,)"
1432,2L-SLBB,2L3X2X3/16SLBB,2L3X2X3/16SLBB,L3X2X3/16,L3X2X3/16,,,,"(,Grdu*,,,,)",1432,F,0.00,0.00,0.00,0.00,0.00,0.941,0.00,0.998,2.00,0,0,3.00,3,0,0.19,0.19,0.1875,0,0.00,0.00,0,0,0.00,0.462,0.00,0.00,0.150,0.577,1.35,0.00,1.52,1.83,,0.00,0.703,0.396,0.00,0.00,0.00,0.00,0.00,0.610,3.33,0.02,0.00,0.00,6.24,,Grdu*,,,,,"(,","(,Grdu*,","(,Grdu*,,","(,Grdu*,,,","(,Grdu*,,,,","(,Grdu*,,,,)"
1433,2L-SLBB,2L3X2X3/16X3/8SLBB,2L3X2X3/16X3/8SLBB,L3X2X3/16X3/8,L3X2X3/16,,,,"(,Grdu*,,,,)",1433,F,0.00,0.00,0.00,0.00,0.00,0.950,0.00,0.912,2.00,0,0,3.00,3,0,0.19,0.19,0.1875,0,0.00,0.00,0,0,0.00,0.462,0.00,0.00,0.150,0.577,1.49,0.00,1.64,1.83,,0.00,0.703,0.396,0.00,0.00,0.00,0.00,0.00,0.610,4.04,0.02,0.00,0.00,6.24,,Grdu*,,,,,"(,","(,Grdu*,","(,Grdu*,,","(,Grdu*,,,","(,Grdu*,,,,","(,Grdu*,,,,)"
1434,2L-SLBB,2L3X2X3/16X3/4SLBB,2L3X2X3/16X3/4SLBB,L3X2X3/16X3/4,L3X2X3/16,,,,"(,Grdu*,,,,)",1434,F,0.00,0.00,0.00,0.00,0.00,0.957,0.00,0.912,2.00,0,0,3.00,3,0,0.19,0.19,0.1875,0,0.00,0.00,0,0,0.00,0.462,0.00,0.00,0.150,0.577,1.64,0.00,1.78,1.83,,0.00,0.703,0.396,0.00,0.00,0.00,0.00,0.00,0.610,4.87,0.02,0.00,0.00,6.24,,Grdu*,,,,,"(,","(,Grdu*,","(,Grdu*,,","(,Grdu*,,,","(,Grdu*,,,,","(,Grdu*,,,,)"
1435,2L-SLBB,2L2-1/2X2X3/8SLBB,2L2-1/2X2X3/8SLBB,L2-1/2X2X3/8,L2-1/2X2X3/8,,,,"(,,,,,)",1435,F,0.00,0.00,0.00,0.00,0.00,0.913,0.00,1.00,2.00,0,0,2.50,2.5,0,0.38,0.38,0.375,0,0.00,0.00,0,0,0.00,0.578,0.00,0.00,0.310,0.574,1.13,0.00,1.32,3.11,,0.00,1.31,0.722,0.00,0.00,0.00,0.00,0.00,1.03,3.94,0.15,0.00,0.00,10.6,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1436,2L-SLBB,2L2-1/2X2X3/8X3/8SLBB,2L2-1/2X2X3/8X3/8SLBB,L2-1/2X2X3/8X3/8,L2-1/2X2X3/8,,,,"(,,,,,)",1436,F,0.00,0.00,0.00,0.00,0.00,0.927,0.00,1.00,2.00,0,0,2.50,2.5,0,0.38,0.38,0.375,0,0.00,0.00,0,0,0.00,0.578,0.00,0.00,0.310,0.574,1.27,0.00,1.45,3.11,,0.00,1.31,0.722,0.00,0.00,0.00,0.00,0.00,1.03,5.01,0.15,0.00,0.00,10.6,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1437,2L-SLBB,2L2-1/2X2X3/8X3/4SLBB,2L2-1/2X2X3/8X3/4SLBB,L2-1/2X2X3/8X3/4,L2-1/2X2X3/8,,,,"(,,,,,)",1437,F,0.00,0.00,0.00,0.00,0.00,0.939,0.00,1.00,2.00,0,0,2.50,2.5,0,0.38,0.38,0.375,0,0.00,0.00,0,0,0.00,0.578,0.00,0.00,0.310,0.574,1.42,0.00,1.59,3.11,,0.00,1.31,0.722,0.00,0.00,0.00,0.00,0.00,1.03,6.30,0.15,0.00,0.00,10.6,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1438,2L-SLBB,2L2-1/2X2X5/16SLBB,2L2-1/2X2X5/16SLBB,L2-1/2X2X5/16,L2-1/2X2X5/16,,,,"(,,,,,)",1438,F,0.00,0.00,0.00,0.00,0.00,0.909,0.00,1.00,2.00,0,0,2.50,2.5,0,0.31,0.31,0.3125,0,0.00,0.00,0,0,0.00,0.555,0.00,0.00,0.260,0.581,1.12,0.00,1.32,2.64,,0.00,1.11,0.617,0.00,0.00,0.00,0.00,0.00,0.891,3.27,0.09,0.00,0.00,8.97,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1439,2L-SLBB,2L2-1/2X2X5/16X3/8SLBB,2L2-1/2X2X5/16X3/8SLBB,L2-1/2X2X5/16X3/8,L2-1/2X2X5/16,,,,"(,,,,,)",1439,F,0.00,0.00,0.00,0.00,0.00,0.923,0.00,1.00,2.00,0,0,2.50,2.5,0,0.31,0.31,0.3125,0,0.00,0.00,0,0,0.00,0.555,0.00,0.00,0.260,0.581,1.26,0.00,1.44,2.64,,0.00,1.11,0.617,0.00,0.00,0.00,0.00,0.00,0.891,4.15,0.09,0.00,0.00,8.97,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1440,2L-SLBB,2L2-1/2X2X5/16X3/4SLBB,2L2-1/2X2X5/16X3/4SLBB,L2-1/2X2X5/16X3/4,L2-1/2X2X5/16,,,,"(,,,,,)",1440,F,0.00,0.00,0.00,0.00,0.00,0.936,0.00,1.00,2.00,0,0,2.50,2.5,0,0.31,0.31,0.3125,0,0.00,0.00,0,0,0.00,0.555,0.00,0.00,0.260,0.581,1.41,0.00,1.58,2.64,,0.00,1.11,0.617,0.00,0.00,0.00,0.00,0.00,0.891,5.22,0.09,0.00,0.00,8.97,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1441,2L-SLBB,2L2-1/2X2X1/4SLBB,2L2-1/2X2X1/4SLBB,L2-1/2X2X1/4,L2-1/2X2X1/4,,,,"(,,,,,)",1441,F,0.00,0.00,0.00,0.00,0.00,0.904,0.00,1.00,2.00,0,0,2.50,2.5,0,0.25,0.25,0.25,0,0.00,0.00,0,0,0.00,0.532,0.00,0.00,0.210,0.589,1.10,0.00,1.32,2.14,,0.00,0.909,0.507,0.00,0.00,0.00,0.00,0.00,0.744,2.60,0.05,0.00,0.00,7.30,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1442,2L-SLBB,2L2-1/2X2X1/4X3/8SLBB,2L2-1/2X2X1/4X3/8SLBB,L2-1/2X2X1/4X3/8,L2-1/2X2X1/4,,,,"(,,,,,)",1442,F,0.00,0.00,0.00,0.00,0.00,0.920,0.00,1.00,2.00,0,0,2.50,2.5,0,0.25,0.25,0.25,0,0.00,0.00,0,0,0.00,0.532,0.00,0.00,0.210,0.589,1.24,0.00,1.43,2.14,,0.00,0.909,0.507,0.00,0.00,0.00,0.00,0.00,0.744,3.29,0.05,0.00,0.00,7.30,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1443,2L-SLBB,2L2-1/2X2X1/4X3/4SLBB,2L2-1/2X2X1/4X3/4SLBB,L2-1/2X2X1/4X3/4,L2-1/2X2X1/4,,,,"(,,,,,)",1443,F,0.00,0.00,0.00,0.00,0.00,0.933,0.00,1.00,2.00,0,0,2.50,2.5,0,0.25,0.25,0.25,0,0.00,0.00,0,0,0.00,0.532,0.00,0.00,0.210,0.589,1.39,0.00,1.57,2.14,,0.00,0.909,0.507,0.00,0.00,0.00,0.00,0.00,0.744,4.14,0.05,0.00,0.00,7.30,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
1444,2L-SLBB,2L2-1/2X2X3/16SLBB,2L2-1/2X2X3/16SLBB,L2-1/2X2X3/16,L2-1/2X2X3/16,,,,"(,,,,,)",1444,F,0.00,0.00,0.00,0.00,0.00,0.901,0.00,1.00,2.00,0,0,2.50,2.5,0,0.19,0.19,0.1875,0,0.00,0.00,0,0,0.00,0.508,0.00,0.00,0.160,0.597,1.09,0.00,1.31,1.64,,0.00,0.695,0.391,0.00,0.00,0.00,0.00,0.00,0.583,1.94,0.02,0.00,0.00,5.57,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
